DR_NO,Part 1-2,Crm Cd,Crm Cd Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4
200512410.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,,354.0,THEFT OF IDENTITY,354.0,,,
200300943.0,,624.0,BATTERY - SIMPLE ASSAULT,,,,
200113869.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,998.0,,
,1.0,310.0,BURGLARY,310.0,998.0,,
200313965.0,,740.0,,740.0,,,
,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,,330.0,,,,,
200413927.0,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,,210.0,ROBBERY,,998.0,,
200115887.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,2.0,901.0,,901.0,,,
,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200617078.0,2.0,,THEFT OF IDENTITY,354.0,,,
,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,740.0,,
200712536.0,2.0,354.0,THEFT OF IDENTITY,354.0,,,
,1.0,341.0,,341.0,,,
201225510.0,1.0,,VEHICLE - STOLEN,510.0,,,
,,,,,,,
,1.0,440.0,,,,,
200714563.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200315742.0,,,,,,,
200511995.0,1.0,,VEHICLE - STOLEN,510.0,,,
201105172.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200104750.0,2.0,740.0,,740.0,,,
200712273.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
,1.0,,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,,,,
200509761.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200115928.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,1.0,761.0,BRANDISH WEAPON,761.0,,,
200205356.0,1.0,480.0,BIKE - STOLEN,,,,
200100612.0,,662.0,"BUNCO, GRAND THEFT",662.0,998.0,,
200401034.0,1.0,310.0,,,,,
200908452.0,,624.0,,624.0,,,
201207405.0,1.0,420.0,,420.0,,,
200315653.0,,510.0,,,,,
200915186.0,,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200609594.0,2.0,354.0,THEFT OF IDENTITY,354.0,,,
200113263.0,,210.0,ROBBERY,210.0,,,
200614366.0,1.0,,,,,,
,1.0,761.0,BRANDISH WEAPON,761.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
201215480.0,2.0,,OTHER ASSAULT,,,,
200316094.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
200315220.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200317915.0,2.0,624.0,,624.0,,,
200812103.0,1.0,,,210.0,,,
,2.0,,DOCUMENT FORGERY / STOLEN FELONY,649.0,,,
200804371.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,,,OTHER ASSAULT,625.0,,,
200210233.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200708114.0,1.0,,BURGLARY,310.0,,,
200413565.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
,,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200817301.0,1.0,,"BURGLARY, ATTEMPTED",,,,
201224761.0,2.0,753.0,DISCHARGE FIREARMS/SHOTS FIRED,753.0,,,
200705874.0,1.0,310.0,BURGLARY,,,,
200617967.0,,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
201112838.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200512288.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200312831.0,1.0,330.0,,330.0,,,
200218879.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,1.0,,ROBBERY,210.0,,,
200121312.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
200410794.0,,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200306510.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
201307641.0,1.0,,VEHICLE - STOLEN,510.0,,,
200111785.0,2.0,,BATTERY - SIMPLE ASSAULT,,,,
201222324.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
201110029.0,1.0,,BIKE - STOLEN,,,,
,,624.0,,,,,
201223034.0,2.0,888.0,TRESPASSING,888.0,,,
201107834.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
200410168.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
,,,,354.0,,,
,1.0,510.0,,510.0,,,
,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
,,,BATTERY - SIMPLE ASSAULT,624.0,,,
200119622.0,,330.0,BURGLARY FROM VEHICLE,330.0,,,
200211437.0,2.0,668.0,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,,,
,,900.0,VIOLATION OF COURT ORDER,,,,
200904935.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
201209427.0,2.0,,,745.0,,,
200411004.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200913246.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,998.0,,
200705401.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
201214563.0,,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
200213814.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200100882.0,,,BURGLARY FROM VEHICLE,,,,
,2.0,,,649.0,,,
,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,,761.0,BRANDISH WEAPON,761.0,,,
200210888.0,2.0,,"BUNCO, PETTY THEFT",664.0,,,
,1.0,,BURGLARY FROM VEHICLE,,,,
,1.0,,VEHICLE - STOLEN,,,,
,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,,
200911999.0,2.0,900.0,VIOLATION OF COURT ORDER,900.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
201112727.0,2.0,900.0,,,,,
,,310.0,BURGLARY,,,,
200711696.0,,,BATTERY - SIMPLE ASSAULT,624.0,,,
200518007.0,1.0,,VEHICLE - STOLEN,510.0,,,
200411203.0,1.0,,VEHICLE - STOLEN,,,,
200808108.0,1.0,480.0,BIKE - STOLEN,480.0,,,
,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
201011299.0,2.0,900.0,,900.0,,,
200320956.0,,510.0,VEHICLE - STOLEN,510.0,,,
,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200905915.0,,,,330.0,,,
200913093.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
200706789.0,2.0,,THEFT OF IDENTITY,,,,
200814291.0,,,BATTERY - SIMPLE ASSAULT,624.0,,,
201206297.0,1.0,510.0,,510.0,,,
200507569.0,,,,,,,
200517068.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201115225.0,,,VEHICLE - STOLEN,510.0,,,
,,210.0,ROBBERY,210.0,,,
200912584.0,1.0,230.0,,,,,
200517191.0,1.0,,SEXUAL PENETRATION W/FOREIGN OBJECT,,,,
200508143.0,1.0,,,510.0,,,
,1.0,121.0,"RAPE, FORCIBLE",121.0,,,
200616545.0,,440.0,,440.0,,,
201112958.0,,210.0,ROBBERY,210.0,,,
,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,1.0,510.0,VEHICLE - STOLEN,510.0,,,
201304825.0,1.0,510.0,,510.0,,,
200405424.0,,,BURGLARY,310.0,,,
200512756.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,2.0,740.0,,,,,
,1.0,,BURGLARY,310.0,,,
200407318.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200811367.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200216757.0,2.0,354.0,THEFT OF IDENTITY,354.0,,,
201005802.0,2.0,,,956.0,,,
,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
201214933.0,1.0,210.0,ROBBERY,210.0,,,
200406517.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200410977.0,1.0,,BURGLARY,,,,
,1.0,310.0,BURGLARY,310.0,,,
200714668.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200120169.0,1.0,,,310.0,,,
,,510.0,,,,,
,1.0,,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
201013600.0,,627.0,,627.0,,,
201111371.0,2.0,888.0,TRESPASSING,888.0,,,
200313942.0,1.0,510.0,,,,,
,,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,1.0,210.0,ROBBERY,210.0,,,
200904337.0,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200609026.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200205402.0,,331.0,,331.0,,,
201209121.0,,330.0,BURGLARY FROM VEHICLE,330.0,,,
,,,,626.0,,,
200804730.0,1.0,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
,,850.0,INDECENT EXPOSURE,850.0,,,
200618640.0,1.0,210.0,ROBBERY,210.0,,,
201014895.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
,1.0,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
201015594.0,,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200712307.0,2.0,,"BUNCO, PETTY THEFT",,,,
,2.0,,,624.0,,,
,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,1.0,,INTIMATE PARTNER - AGGRAVATED ASSAULT,,,,
,,510.0,VEHICLE - STOLEN,,,,
,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
200514132.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,,,
,1.0,,,341.0,,,
200116609.0,2.0,,,624.0,,,
200312028.0,,251.0,,251.0,,,
,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,761.0,,
200208387.0,1.0,510.0,,510.0,,,
200909837.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
201008675.0,,624.0,BATTERY - SIMPLE ASSAULT,,,,
201011604.0,1.0,440.0,,440.0,,,
,1.0,,,210.0,,,
,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,998.0,,
200407822.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
201226495.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200412026.0,,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200910314.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,2.0,922.0,,922.0,,,
200508408.0,,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
200517938.0,,310.0,BURGLARY,,,,
200912991.0,,510.0,VEHICLE - STOLEN,,,,
200704920.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
201224479.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
200712310.0,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,998.0,,
201009608.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200504057.0,,420.0,,420.0,,,
,,623.0,BATTERY POLICE (SIMPLE),,,,
201207530.0,1.0,341.0,,341.0,,,
201305498.0,2.0,626.0,,,,,
200307640.0,,,,450.0,,,
200706917.0,1.0,761.0,BRANDISH WEAPON,,,,
200616577.0,2.0,951.0,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",,,,
200711079.0,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,,
200411607.0,,,BATTERY - SIMPLE ASSAULT,624.0,,,
200606525.0,2.0,,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
200909957.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200218229.0,1.0,,VEHICLE - STOLEN,,,,
201218738.0,,,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956.0,,,
,1.0,510.0,,510.0,,,
200710996.0,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
201115112.0,1.0,510.0,,,,,
201108692.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
200116512.0,,510.0,VEHICLE - STOLEN,510.0,,,
,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
201307831.0,1.0,310.0,BURGLARY,310.0,,,
200500566.0,1.0,761.0,,761.0,998.0,,
200712725.0,1.0,331.0,,331.0,,,
200411904.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
200815772.0,1.0,420.0,,420.0,,,
201006193.0,2.0,901.0,VIOLATION OF RESTRAINING ORDER,901.0,,,
,,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,,,
200900618.0,1.0,210.0,ROBBERY,210.0,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201211594.0,,510.0,VEHICLE - STOLEN,510.0,,,
,1.0,,BURGLARY,310.0,998.0,,
200915687.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
200511560.0,1.0,420.0,,420.0,,,
200111713.0,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
201106617.0,1.0,310.0,,310.0,998.0,,
200510041.0,,510.0,VEHICLE - STOLEN,510.0,,,
201217288.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
201207841.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,,,
200605905.0,1.0,,,,,,
200507876.0,1.0,,BURGLARY FROM VEHICLE,330.0,,,
201307623.0,1.0,440.0,,,,,
200817064.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,1.0,,ROBBERY,210.0,,,
200315282.0,1.0,510.0,VEHICLE - STOLEN,,,,
,,,TRESPASSING,,,,
200400694.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,998.0,,
201013089.0,2.0,930.0,,930.0,,,
200105026.0,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
200517520.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
201215860.0,2.0,850.0,INDECENT EXPOSURE,850.0,,,
200117954.0,1.0,442.0,,442.0,,,
201005196.0,,354.0,THEFT OF IDENTITY,354.0,,,
200306830.0,1.0,310.0,,310.0,,,
201213943.0,,,SHOTS FIRED AT INHABITED DWELLING,251.0,,,
200105709.0,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
200612288.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,2.0,,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
201226612.0,2.0,623.0,BATTERY POLICE (SIMPLE),623.0,,,
200916764.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
200816822.0,2.0,,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",668.0,,,
,,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,,,"BURGLARY, ATTEMPTED",,,,
200804757.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200204557.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201224191.0,,920.0,KIDNAPPING - GRAND ATTEMPT,920.0,,,
,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200315092.0,,761.0,BRANDISH WEAPON,,,,
200714705.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200209184.0,1.0,480.0,BIKE - STOLEN,480.0,,,
,2.0,624.0,,,,,
201307981.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201006192.0,1.0,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
201223646.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,2.0,,,888.0,,,
,1.0,210.0,ROBBERY,,,,
200704937.0,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
,,510.0,VEHICLE - STOLEN,510.0,,,
,2.0,,,740.0,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,998.0,,
,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,,
200312335.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200809925.0,2.0,,THEFT OF IDENTITY,354.0,,,
201109222.0,1.0,510.0,,510.0,,,
201015689.0,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
200507310.0,,626.0,,626.0,,,
201205748.0,2.0,,,930.0,,,
201100811.0,1.0,520.0,VEHICLE - ATTEMPT STOLEN,520.0,998.0,,
201304422.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,998.0,,
201007123.0,2.0,624.0,,624.0,,,
201214881.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200505655.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,,624.0,,624.0,,,
201012465.0,2.0,740.0,,,,,
,,624.0,BATTERY - SIMPLE ASSAULT,,,,
201305189.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
201207670.0,1.0,210.0,ROBBERY,210.0,,,
200318844.0,,,,354.0,,,
200709908.0,1.0,310.0,BURGLARY,310.0,,,
200507899.0,,,,230.0,,,
201008392.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200909336.0,,,,,,,
,1.0,331.0,,,,,
200204562.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200315504.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
201009982.0,2.0,,,930.0,,,
200909368.0,,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
201221512.0,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201108544.0,1.0,,,,,,
200700649.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,998.0,,
200300896.0,1.0,331.0,,331.0,,,
201210465.0,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
201214515.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,998.0,,
200411785.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
201011570.0,1.0,210.0,,210.0,,,
,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
200817047.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
200404183.0,2.0,745.0,,,,,
201223136.0,1.0,230.0,,230.0,,,
,,330.0,,330.0,,,
200608304.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
201205074.0,,761.0,BRANDISH WEAPON,761.0,930.0,,
200816338.0,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,998.0,,
200305889.0,,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200114073.0,,230.0,,230.0,,,
200405489.0,2.0,,OTHER MISCELLANEOUS CRIME,946.0,,,
201211063.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,998.0,,
200112245.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,,,
200117177.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
,1.0,480.0,,480.0,,,
200209078.0,2.0,,,740.0,,,
201015278.0,1.0,420.0,,420.0,,,
200805781.0,2.0,,,946.0,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
200804066.0,,330.0,BURGLARY FROM VEHICLE,,,,
200218813.0,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200206644.0,1.0,,,510.0,,,
200321043.0,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
,,510.0,VEHICLE - STOLEN,510.0,,,
,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,,250.0,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",250.0,,,
,1.0,331.0,,,,,
,1.0,310.0,,310.0,,,
201105237.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200608036.0,1.0,220.0,ATTEMPTED ROBBERY,,,,
201107149.0,,510.0,VEHICLE - STOLEN,510.0,,,
200321894.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
,,,BATTERY - SIMPLE ASSAULT,624.0,,,
200613058.0,,510.0,VEHICLE - STOLEN,510.0,,,
,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200311722.0,,,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,627.0,,,
,1.0,,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
200917659.0,,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,627.0,,,
,2.0,903.0,CONTEMPT OF COURT,903.0,,,
,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200508338.0,,420.0,,,,,
,1.0,310.0,BURGLARY,310.0,,,
201116110.0,,,BIKE - STOLEN,480.0,,,
,,661.0,UNAUTHORIZED COMPUTER ACCESS,661.0,,,
200918506.0,,354.0,,,,,
,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
200212860.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,626.0,,
201007656.0,2.0,662.0,"BUNCO, GRAND THEFT",,,,
200516945.0,1.0,,VEHICLE - STOLEN,510.0,,,
200114101.0,2.0,,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200619576.0,,,ROBBERY,210.0,,,
,,330.0,BURGLARY FROM VEHICLE,330.0,,,
201014693.0,,,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),343.0,998.0,,
,,,"THEFT, PERSON",,,,
200615861.0,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200504333.0,1.0,510.0,VEHICLE - STOLEN,,,,
201108056.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200414980.0,,330.0,BURGLARY FROM VEHICLE,,,,
,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200716544.0,,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
,2.0,,,626.0,,,
,1.0,510.0,,510.0,,,
201300955.0,1.0,210.0,,,,,
201105774.0,2.0,,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
200105425.0,1.0,,,440.0,,,
,1.0,230.0,,230.0,,,
200907147.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200118445.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200211796.0,2.0,662.0,"BUNCO, GRAND THEFT",,,,
200710282.0,,354.0,,354.0,,,
,,235.0,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,,,,
200107715.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,,,VEHICLE - STOLEN,,,,
200308845.0,,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,998.0,,
200122487.0,,,BATTERY - SIMPLE ASSAULT,624.0,,,
201224065.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200413246.0,,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200911713.0,,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
,2.0,956.0,,,,,
,,341.0,,341.0,,,
200904592.0,,510.0,VEHICLE - STOLEN,510.0,,,
200308248.0,,901.0,VIOLATION OF RESTRAINING ORDER,901.0,,,
200912011.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,2.0,,BATTERY - SIMPLE ASSAULT,,,,
200500685.0,1.0,442.0,,,998.0,,
201106632.0,,330.0,BURGLARY FROM VEHICLE,330.0,,,
200605491.0,,330.0,BURGLARY FROM VEHICLE,330.0,,,
,,,BATTERY - SIMPLE ASSAULT,,,,
,,,,230.0,998.0,,
,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,2.0,,BATTERY - SIMPLE ASSAULT,,,,
200911790.0,,740.0,,,,,
201216112.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200214549.0,1.0,310.0,BURGLARY,310.0,,,
200615818.0,,510.0,VEHICLE - STOLEN,510.0,,,
