DR_NO,Status,Status Desc
200411408.0,IC,Invest Cont
200118402.0,AA,Adult Arrest
200209195.0,IC,
200608020.0,AA,Adult Arrest
200614762.0,,Invest Cont
,IC,Invest Cont
200207597.0,,
200604702.0,IC,
,,Invest Cont
,,Invest Cont
,IC,
200813935.0,IC,Invest Cont
200300956.0,,
200506593.0,IC,
,IC,
,IC,Invest Cont
200812086.0,IC,Invest Cont
200408680.0,IC,
200713393.0,IC,Invest Cont
200104584.0,IC,
200313542.0,,
201113280.0,IC,Invest Cont
200321008.0,IC,Invest Cont
200514710.0,IC,Invest Cont
201000926.0,,Adult Arrest
200616554.0,IC,Invest Cont
,IC,
201309769.0,,Invest Cont
200910698.0,IC,Invest Cont
200817968.0,IC,Invest Cont
200114640.0,AO,Adult Other
200917765.0,IC,
200213686.0,AO,
201114142.0,IC,Invest Cont
200305851.0,AA,Adult Arrest
200912152.0,,Invest Cont
201204877.0,,Invest Cont
200604578.0,IC,
200121355.0,IC,Invest Cont
200411431.0,IC,Invest Cont
200910286.0,,Invest Cont
201013757.0,AO,Adult Other
200708415.0,AO,Adult Other
200516779.0,IC,Invest Cont
201208011.0,IC,Invest Cont
,,Invest Cont
200116614.0,IC,Invest Cont
200916616.0,IC,Invest Cont
200211490.0,IC,Invest Cont
200905909.0,IC,Invest Cont
200122450.0,,
200713295.0,IC,Invest Cont
,IC,Invest Cont
200715347.0,IC,Invest Cont
200814751.0,IC,Invest Cont
200112622.0,IC,Invest Cont
201211683.0,AA,Adult Arrest
201209417.0,IC,
200514804.0,IC,Invest Cont
,IC,
,,Invest Cont
200300521.0,AO,
,IC,
201218955.0,IC,Invest Cont
200121871.0,IC,Invest Cont
201111171.0,IC,
200917618.0,IC,
200714416.0,,Adult Arrest
200517252.0,AA,Adult Arrest
200619753.0,,Adult Arrest
,IC,
200713144.0,IC,Invest Cont
201004182.0,AO,
200618187.0,IC,
201100797.0,IC,
200409017.0,,Invest Cont
200306400.0,IC,Invest Cont
200609973.0,,
200215602.0,IC,
200307776.0,,Invest Cont
200712306.0,IC,Invest Cont
201217521.0,IC,
200917851.0,AA,Adult Arrest
,IC,Invest Cont
,IC,Invest Cont
200705509.0,,Adult Other
200614138.0,AA,Adult Arrest
200909982.0,IC,Invest Cont
201206277.0,IC,Invest Cont
200415423.0,,
200112688.0,IC,Invest Cont
200906708.0,IC,Invest Cont
200119551.0,,Adult Other
,IC,Invest Cont
200116919.0,IC,Invest Cont
,IC,Invest Cont
,IC,
200712672.0,AA,Adult Arrest
,IC,Invest Cont
200715596.0,IC,Invest Cont
200706680.0,,
,IC,Invest Cont
200116000.0,,Invest Cont
201104828.0,IC,
200807845.0,IC,Invest Cont
200406178.0,IC,Invest Cont
200408993.0,IC,Invest Cont
201111440.0,IC,Invest Cont
200216182.0,IC,Invest Cont
200518000.0,,Adult Other
201116590.0,IC,Invest Cont
,IC,Invest Cont
200508473.0,IC,
,IC,Invest Cont
200710722.0,IC,Invest Cont
200310105.0,IC,Invest Cont
200405784.0,IC,Invest Cont
200711804.0,IC,Invest Cont
,IC,
200809635.0,,Invest Cont
,IC,Invest Cont
,,Invest Cont
200311471.0,,
200119651.0,IC,Invest Cont
,,
200816180.0,IC,Invest Cont
,IC,Invest Cont
200116627.0,IC,
200416421.0,,Adult Other
201224935.0,,Adult Arrest
201204885.0,IC,Invest Cont
200215225.0,IC,Invest Cont
,AO,Adult Other
200207093.0,IC,Invest Cont
201213206.0,IC,Invest Cont
,AO,Adult Other
,IC,Invest Cont
200815239.0,IC,
201111489.0,,Adult Arrest
201305496.0,,Invest Cont
200713495.0,AO,Adult Other
201113889.0,,
200610416.0,,Invest Cont
200510022.0,IC,
200517744.0,IC,Invest Cont
200613505.0,IC,Invest Cont
200111618.0,IC,Invest Cont
201214658.0,IC,Invest Cont
,IC,Invest Cont
200215730.0,AO,Adult Other
200117361.0,IC,Invest Cont
201014024.0,,
200909859.0,,
200212544.0,AA,Adult Arrest
200608348.0,IC,Invest Cont
200311824.0,,Invest Cont
,,Invest Cont
200716865.0,IC,
200906149.0,,Invest Cont
,,
201304209.0,,Invest Cont
201004475.0,AA,Adult Arrest
200816028.0,IC,
200410118.0,,Invest Cont
200119149.0,,
200215702.0,IC,
200311212.0,IC,Invest Cont
201225016.0,IC,
200816597.0,,
200204943.0,IC,
,AA,
200618230.0,IC,Invest Cont
201200005.0,IC,Invest Cont
201224615.0,IC,Invest Cont
,IC,Invest Cont
200911091.0,,Adult Other
200414662.0,IC,Invest Cont
200113476.0,,Invest Cont
200210565.0,AO,Adult Other
201005957.0,,Invest Cont
,AA,
200404513.0,IC,Invest Cont
,,Invest Cont
201104162.0,IC,Invest Cont
200212217.0,AO,Adult Other
200212102.0,,Invest Cont
,IC,Invest Cont
200411315.0,,Invest Cont
200912225.0,,Adult Arrest
,,Invest Cont
200108157.0,AA,Adult Arrest
,,
,IC,Invest Cont
,IC,Invest Cont
200716548.0,,Invest Cont
201300889.0,IC,Invest Cont
200410244.0,IC,Invest Cont
201107065.0,IC,Invest Cont
200804883.0,,Invest Cont
201115532.0,IC,
200308295.0,IC,
200606461.0,,
200911534.0,IC,Invest Cont
,IC,Invest Cont
200615312.0,IC,Invest Cont
200914297.0,AA,Adult Arrest
201300744.0,IC,Invest Cont
,IC,Invest Cont
201113349.0,AO,Adult Other
201110534.0,,
,IC,Invest Cont
,IC,Invest Cont
200716766.0,IC,
200713310.0,IC,
201106644.0,,Invest Cont
200212768.0,IC,Invest Cont
201109852.0,IC,Invest Cont
200115486.0,IC,Invest Cont
200114065.0,,
201214100.0,IC,
200321603.0,IC,Invest Cont
201215940.0,AO,
200104691.0,IC,Invest Cont
200319709.0,,
200506842.0,IC,Invest Cont
,IC,Invest Cont
200614776.0,IC,Invest Cont
200508264.0,AA,Adult Arrest
,IC,Invest Cont
200811897.0,IC,Invest Cont
201109709.0,IC,Invest Cont
200310180.0,,Adult Other
201107941.0,,Invest Cont
,IC,Invest Cont
200710177.0,IC,Invest Cont
200106288.0,,Invest Cont
,IC,Invest Cont
200218183.0,IC,
200714760.0,IC,Invest Cont
200119573.0,IC,
200312868.0,IC,
201104356.0,,Invest Cont
,,Invest Cont
200309631.0,IC,Invest Cont
200710527.0,IC,Invest Cont
201009158.0,,Juv Arrest
201207156.0,,Invest Cont
200918320.0,IC,Invest Cont
200614917.0,,
200504328.0,IC,Invest Cont
200714344.0,,Invest Cont
200505514.0,IC,
200407191.0,,
200316180.0,,Invest Cont
200714003.0,IC,Invest Cont
,,Invest Cont
200815681.0,IC,
,IC,Invest Cont
201010996.0,IC,
200711058.0,,Invest Cont
201223638.0,AO,
201114844.0,IC,
201109306.0,IC,
201207812.0,IC,Invest Cont
200914095.0,IC,
200118702.0,IC,Invest Cont
201207860.0,IC,Invest Cont
200118016.0,IC,Invest Cont
201204669.0,,Invest Cont
,IC,
,IC,
200509380.0,IC,Invest Cont
201309484.0,IC,
201108585.0,,
200406172.0,,Invest Cont
200709318.0,IC,Invest Cont
,IC,Invest Cont
,,Invest Cont
,AA,Adult Arrest
200618649.0,,Invest Cont
200210359.0,IC,Invest Cont
,IC,Invest Cont
201110857.0,IC,Invest Cont
200111357.0,IC,Invest Cont
200618204.0,,
200517802.0,,Invest Cont
,AO,Adult Other
200711074.0,IC,Invest Cont
200513816.0,,Invest Cont
200809691.0,IC,
,,
,IC,Invest Cont
,,
,IC,Invest Cont
200817282.0,IC,
200914982.0,,Invest Cont
200913999.0,IC,
200110500.0,,
200311765.0,IC,
200508886.0,IC,Invest Cont
200412560.0,IC,Invest Cont
201224101.0,IC,
,IC,Invest Cont
200119601.0,AA,Adult Arrest
200411736.0,IC,
200314302.0,IC,Invest Cont
200604871.0,IC,Invest Cont
200816860.0,IC,Invest Cont
201109511.0,IC,Invest Cont
200704256.0,AO,
,IC,Invest Cont
200117787.0,IC,Invest Cont
201309137.0,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200706164.0,AA,Adult Arrest
201220917.0,IC,Invest Cont
200318988.0,IC,Invest Cont
200212531.0,,
,AO,
201008830.0,IC,Invest Cont
200316418.0,IC,
,,Invest Cont
,IC,
,,Adult Arrest
201004323.0,IC,Invest Cont
,IC,
,IC,Invest Cont
200906296.0,IC,Invest Cont
200210234.0,IC,Invest Cont
201113328.0,,Invest Cont
200710195.0,IC,Invest Cont
200613345.0,,
,IC,
200611206.0,IC,Invest Cont
201105299.0,IC,Invest Cont
200906834.0,IC,Invest Cont
,IC,Invest Cont
200409400.0,AO,
,IC,Invest Cont
200120407.0,,
200716304.0,IC,Invest Cont
200618231.0,,
,IC,Invest Cont
200909063.0,IC,Invest Cont
200715095.0,IC,Invest Cont
200605946.0,,Invest Cont
,IC,Invest Cont
200411918.0,,
200619015.0,AA,Adult Arrest
201211614.0,IC,Invest Cont
,IC,
200412869.0,IC,Invest Cont
201219639.0,,
200918603.0,IC,Invest Cont
200213896.0,IC,Invest Cont
200315822.0,IC,
200700713.0,IC,Invest Cont
201206135.0,IC,Invest Cont
200607450.0,,Invest Cont
200904538.0,IC,Invest Cont
200906119.0,IC,
200205590.0,IC,Invest Cont
200117027.0,AA,
201012554.0,,Invest Cont
201005034.0,,Invest Cont
201005350.0,IC,Invest Cont
,IC,Invest Cont
201011078.0,IC,
200917611.0,,
201221569.0,IC,
200606752.0,,
,,Adult Other
201104940.0,AA,Adult Arrest
200516529.0,IC,Invest Cont
200211740.0,AA,
201210707.0,IC,Invest Cont
200308400.0,IC,Invest Cont
,AO,Adult Other
201215638.0,IC,
,IC,Invest Cont
,IC,Invest Cont
200300923.0,,Adult Other
201114044.0,IC,Invest Cont
200210023.0,IC,Invest Cont
200115249.0,IC,Invest Cont
200314521.0,IC,
201215283.0,IC,Invest Cont
,AA,Adult Arrest
200212504.0,IC,
200805279.0,,Invest Cont
,IC,Invest Cont
201222109.0,AA,Adult Arrest
,,Invest Cont
,,
200407949.0,AA,
,IC,Invest Cont
201006113.0,IC,Invest Cont
200908581.0,AO,Adult Other
200610333.0,IC,Invest Cont
201212502.0,,
,IC,
,IC,Invest Cont
200713569.0,AA,Adult Arrest
200107583.0,IC,
200713207.0,IC,Invest Cont
200112686.0,IC,
,IC,Invest Cont
200616479.0,,Adult Other
,IC,
201007548.0,IC,Invest Cont
200315389.0,IC,Invest Cont
201000945.0,,
200504757.0,,
,IC,Invest Cont
200514175.0,IC,Invest Cont
,AA,Adult Arrest
201209166.0,IC,Invest Cont
201110604.0,IC,Invest Cont
200121476.0,IC,Invest Cont
200512584.0,AA,Adult Arrest
200108344.0,,
200216894.0,AA,Adult Arrest
200907212.0,,Invest Cont
200710627.0,IC,
200413342.0,IC,Invest Cont
200312445.0,IC,Invest Cont
200406776.0,IC,Invest Cont
,IC,Invest Cont
200409548.0,IC,Invest Cont
,AO,Adult Other
200615154.0,,Invest Cont
200704982.0,,
,IC,Invest Cont
200705765.0,,Invest Cont
201107519.0,,Invest Cont
201206039.0,AO,Adult Other
200913327.0,,Invest Cont
200305439.0,IC,Invest Cont
200707173.0,,Invest Cont
200200914.0,,Adult Arrest
200515401.0,IC,
201304267.0,,
200713556.0,IC,
200117478.0,IC,Invest Cont
201208330.0,IC,Invest Cont
,,
200508228.0,IC,Invest Cont
200406986.0,,Invest Cont
200810626.0,,
200617066.0,,Invest Cont
200206689.0,IC,
200609040.0,IC,Invest Cont
,AO,Adult Other
200210988.0,,Invest Cont
201210277.0,IC,Invest Cont
200307682.0,IC,Invest Cont
201220050.0,IC,Invest Cont
200406515.0,AO,Adult Other
200910172.0,IC,Invest Cont
200110606.0,AA,
200212473.0,,Invest Cont
200707020.0,IC,Invest Cont
200716144.0,IC,Invest Cont
201012973.0,,Adult Other
200306853.0,JA,
,IC,
201204948.0,IC,Invest Cont
201210289.0,IC,
,IC,Invest Cont
,,Adult Other
200714437.0,,
200105720.0,IC,Invest Cont
201301200.0,,Invest Cont
200511327.0,IC,Invest Cont
200511241.0,AA,Adult Arrest
200504345.0,IC,Invest Cont
200909620.0,IC,Invest Cont
201222905.0,AA,Adult Arrest
200107538.0,AA,
,IC,Invest Cont
,IC,Invest Cont
200508444.0,IC,Invest Cont
200200696.0,IC,Invest Cont
200207065.0,AO,Adult Other
200112153.0,,Invest Cont
,IC,Invest Cont
200616351.0,,Invest Cont
,IC,Invest Cont
200917261.0,IC,Invest Cont
,IC,Invest Cont
200115236.0,,Invest Cont
200513236.0,AA,Adult Arrest
,IC,Invest Cont
,IC,
200319099.0,AA,Adult Arrest
201012517.0,AA,Adult Arrest
,IC,Invest Cont
200608294.0,IC,
200619617.0,IC,Invest Cont
200210660.0,AO,
201013812.0,AA,
,IC,Invest Cont
201209107.0,,Invest Cont
201217105.0,IC,
200110102.0,,
200911027.0,IC,Invest Cont
200511140.0,IC,Invest Cont
200508669.0,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
,,
200807182.0,IC,
200104721.0,IC,Invest Cont
,,
200611188.0,IC,Invest Cont
,IC,Invest Cont
,,Invest Cont
200317932.0,,Invest Cont
,IC,
,,Adult Other
200512969.0,,Adult Other
,IC,Invest Cont
200122472.0,IC,Invest Cont
200917926.0,IC,Invest Cont
,,Adult Arrest
,AA,
,IC,Invest Cont
,IC,Invest Cont
,AA,Adult Arrest
200808592.0,,Invest Cont
200320137.0,IC,Invest Cont
,IC,Invest Cont
200815204.0,IC,
201210847.0,AO,Adult Other
200213894.0,,Invest Cont
200811474.0,IC,Invest Cont
,IC,
201104135.0,AA,Adult Arrest
200814739.0,IC,Invest Cont
200310609.0,IC,Invest Cont
,,Invest Cont
201109095.0,AA,
200114454.0,IC,Invest Cont
201005262.0,,Adult Other
200310318.0,IC,
,IC,Invest Cont
200617796.0,IC,Invest Cont
,IC,Invest Cont
200106243.0,AO,
,IC,Invest Cont
,,Invest Cont
,IC,Invest Cont
,,Adult Other
200120655.0,IC,Invest Cont
200911442.0,IC,Invest Cont
200308498.0,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
,AO,Adult Other
200611773.0,IC,Invest Cont
,,Invest Cont
200404996.0,,Invest Cont
200511604.0,AA,
,IC,Invest Cont
200114034.0,IC,Invest Cont
201117086.0,IC,Invest Cont
201108609.0,IC,Invest Cont
200412642.0,AA,Adult Arrest
,,
200105781.0,IC,
200511308.0,IC,Invest Cont
200115407.0,IC,Invest Cont
200805013.0,IC,Invest Cont
,IC,Invest Cont
200909904.0,IC,Invest Cont
200309918.0,IC,Invest Cont
200506852.0,IC,Invest Cont
,AA,Adult Arrest
200307444.0,IC,Invest Cont
,,Invest Cont
200513341.0,IC,
200317634.0,,Invest Cont
200916796.0,AA,Adult Arrest
201216033.0,AO,Adult Other
200405705.0,AA,Adult Arrest
,AO,Adult Other
200607974.0,,Adult Arrest
200916905.0,,
,AO,Adult Other
201004755.0,IC,
200815622.0,,Invest Cont
200407975.0,IC,Invest Cont
200608606.0,,Invest Cont
200507304.0,IC,Invest Cont
200918924.0,IC,Invest Cont
,,Invest Cont
200310549.0,AA,Adult Arrest
,IC,Invest Cont
,,
200804533.0,,Adult Arrest
200812506.0,AO,Adult Other
201010281.0,,Invest Cont
200216515.0,AO,Adult Other
200319053.0,IC,Invest Cont
200913467.0,AA,Adult Arrest
200118897.0,,Invest Cont
200510121.0,IC,Invest Cont
200310971.0,,Invest Cont
200120764.0,,
201222784.0,IC,Invest Cont
200814932.0,IC,Invest Cont
200219113.0,,
,,Invest Cont
200204666.0,IC,Invest Cont
,AO,Adult Other
200109318.0,IC,Invest Cont
200317567.0,,
,,
,IC,Invest Cont
200715459.0,,Invest Cont
200608295.0,IC,Invest Cont
200407413.0,IC,Invest Cont
201223264.0,IC,Invest Cont
200401155.0,IC,Invest Cont
200315374.0,IC,Invest Cont
201210053.0,IC,Invest Cont
200908630.0,IC,Invest Cont
200108155.0,,Invest Cont
200406707.0,,Invest Cont
201116479.0,AA,Adult Arrest
201215261.0,IC,Invest Cont
201221561.0,,
201108247.0,,Invest Cont
201115890.0,IC,Invest Cont
201110236.0,IC,
201015088.0,IC,Invest Cont
201305845.0,IC,
200514808.0,IC,Invest Cont
200604435.0,IC,
,IC,Invest Cont
200115871.0,,Invest Cont
201107564.0,IC,
200712877.0,,Invest Cont
200611699.0,IC,Invest Cont
,AO,Adult Other
200904750.0,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
201212003.0,IC,Invest Cont
201305639.0,IC,Invest Cont
200121044.0,AA,Adult Arrest
200704622.0,IC,Invest Cont
201008229.0,AO,Adult Other
,,Adult Arrest
200618313.0,AA,Adult Arrest
200506379.0,,Adult Other
201111168.0,,Adult Other
201010670.0,IC,Invest Cont
200809460.0,IC,Invest Cont
200415822.0,,
200810255.0,IC,Invest Cont
201105294.0,IC,Invest Cont
,IC,Invest Cont
200114057.0,,
200610162.0,,Invest Cont
200610981.0,IC,Invest Cont
201107641.0,,Invest Cont
200814473.0,IC,Invest Cont
200310420.0,IC,
,,Invest Cont
200412254.0,IC,
200208970.0,,Invest Cont
200110152.0,IC,Invest Cont
,IC,Invest Cont
200416249.0,,Invest Cont
201212527.0,IC,Invest Cont
,IC,
,AO,Adult Other
201108347.0,AA,
200516943.0,,Invest Cont
200505224.0,,Invest Cont
200813589.0,,Adult Other
201016059.0,IC,
200814098.0,,
200316833.0,AO,Adult Other
200512614.0,IC,Invest Cont
,IC,Invest Cont
200709396.0,AO,Adult Other
200710272.0,,
,,Invest Cont
,IC,
200321480.0,IC,Invest Cont
200900822.0,AA,Adult Arrest
200213713.0,IC,Invest Cont
201306776.0,IC,
,IC,
200816081.0,AO,
200312067.0,IC,Invest Cont
200115635.0,IC,Invest Cont
200312616.0,AO,Adult Other
200121337.0,IC,Invest Cont
201212519.0,,Invest Cont
200211099.0,IC,
201223160.0,IC,
201012999.0,IC,
201005236.0,IC,
200815722.0,IC,Invest Cont
,AO,Adult Other
200612597.0,IC,Invest Cont
,IC,Invest Cont
,,Adult Arrest
,AO,
200506474.0,IC,Invest Cont
,,Adult Arrest
,,
,IC,Invest Cont
200117464.0,,Invest Cont
200908079.0,AA,Adult Arrest
200100768.0,IC,Invest Cont
201116623.0,IC,Invest Cont
200616991.0,IC,Invest Cont
201004435.0,AO,Adult Other
,IC,Invest Cont
200308779.0,IC,Invest Cont
200215356.0,,Invest Cont
200513570.0,,Invest Cont
,,Invest Cont
201007367.0,IC,Invest Cont
200604186.0,AA,Adult Arrest
,IC,Invest Cont
201110091.0,AA,Adult Arrest
200510421.0,AO,Adult Other
200912655.0,IC,Invest Cont
201107629.0,IC,
,AO,Adult Other
201207130.0,,Invest Cont
200918399.0,IC,
200918401.0,,Adult Other
200715677.0,IC,Invest Cont
200412628.0,IC,Invest Cont
200717114.0,,
200813472.0,AO,Adult Other
200322180.0,,
201004759.0,AO,
200611101.0,IC,Invest Cont
201105632.0,IC,Invest Cont
200306309.0,IC,
200616234.0,,Invest Cont
200211937.0,IC,Invest Cont
200306783.0,,Invest Cont
,AA,Adult Arrest
201300987.0,IC,Invest Cont
201221105.0,AO,Adult Other
200208649.0,IC,
200716473.0,,Adult Other
,IC,Invest Cont
200117555.0,AO,
200811071.0,AO,
200400610.0,IC,
200116189.0,IC,Invest Cont
200218483.0,IC,
201210591.0,IC,
201016450.0,,Invest Cont
200916828.0,IC,Invest Cont
,AO,Adult Other
200515061.0,AO,Adult Other
200118985.0,,Invest Cont
200121924.0,IC,Invest Cont
200606692.0,AO,Adult Other
200114566.0,IC,Invest Cont
,AO,Adult Other
200704607.0,IC,Invest Cont
200205591.0,IC,Invest Cont
201114007.0,IC,
201110672.0,IC,Invest Cont
201105204.0,IC,Invest Cont
,AA,Adult Arrest
201107730.0,,Adult Other
201012552.0,IC,Invest Cont
201015402.0,,
,IC,Invest Cont
,,Adult Other
200514801.0,,Invest Cont
200317576.0,IC,Invest Cont
200319772.0,IC,Invest Cont
201309295.0,,
200609889.0,,Invest Cont
201200717.0,AA,Adult Arrest
200317341.0,IC,Invest Cont
201011204.0,,Invest Cont
200510364.0,IC,
,,Invest Cont
200306298.0,IC,
200210900.0,IC,
200709511.0,,Invest Cont
200311798.0,IC,
200714031.0,IC,Invest Cont
200812012.0,IC,Invest Cont
200613825.0,IC,
200512573.0,IC,Invest Cont
,IC,Invest Cont
201207982.0,IC,Invest Cont
201218312.0,IC,Invest Cont
200313752.0,IC,Invest Cont
,,
201212162.0,IC,Invest Cont
,IC,Invest Cont
201219931.0,,Adult Other
200916574.0,IC,Invest Cont
,IC,Invest Cont
201110046.0,AA,Adult Arrest
200205635.0,,Invest Cont
,IC,Invest Cont
200915382.0,,Invest Cont
200505887.0,IC,Invest Cont
200804829.0,IC,Invest Cont
200114978.0,IC,
,IC,Invest Cont
200309194.0,IC,Invest Cont
200912557.0,AO,Adult Other
200605452.0,IC,Invest Cont
,IC,Invest Cont
,AA,Adult Arrest
200910878.0,,Adult Other
200411499.0,AO,Adult Other
,IC,
200113749.0,IC,Invest Cont
200408075.0,IC,Invest Cont
200815854.0,IC,Invest Cont
200700742.0,,
201221203.0,IC,Invest Cont
,IC,Invest Cont
200304202.0,AO,Adult Other
,IC,Invest Cont
200117636.0,AO,
,IC,Invest Cont
200116509.0,IC,Invest Cont
201225112.0,,
201013166.0,IC,Invest Cont
200611636.0,,Adult Arrest
200714457.0,IC,Invest Cont
200321682.0,IC,Invest Cont
201224476.0,IC,Invest Cont
200713996.0,IC,Invest Cont
200317507.0,AO,Adult Other
200518411.0,,Invest Cont
200710328.0,,Invest Cont
200218408.0,IC,Invest Cont
201009069.0,IC,
200811365.0,IC,Invest Cont
201218624.0,IC,Invest Cont
200316645.0,IC,Invest Cont
200605834.0,,Invest Cont
200804245.0,,
201225596.0,IC,Invest Cont
,AA,Adult Arrest
201011074.0,IC,
200809092.0,IC,Invest Cont
200900742.0,AA,Adult Arrest
200112296.0,IC,Invest Cont
200300885.0,IC,Invest Cont
201222440.0,IC,Invest Cont
,,Invest Cont
200313861.0,IC,Invest Cont
200618754.0,IC,Invest Cont
200405956.0,IC,
200910927.0,IC,Invest Cont
,IC,Invest Cont
200710525.0,AA,Adult Arrest
,AA,Adult Arrest
,IC,
,,Invest Cont
200806290.0,,Invest Cont
200316067.0,IC,Invest Cont
201009888.0,IC,Invest Cont
200817888.0,IC,Invest Cont
200708802.0,,Adult Other
200505609.0,IC,Invest Cont
201216629.0,AO,
201308276.0,IC,Invest Cont
201011257.0,AA,Adult Arrest
201108015.0,,Invest Cont
,,Invest Cont
200815139.0,,Invest Cont
,IC,Invest Cont
,,Invest Cont
200218404.0,AO,Adult Other
,AO,
,AO,
201222917.0,IC,Invest Cont
,AA,Adult Arrest
,,Adult Arrest
200513018.0,AA,Adult Arrest
200105101.0,IC,Invest Cont
201209732.0,AO,
200122583.0,,
,,Invest Cont
,IC,Invest Cont
200210661.0,IC,Invest Cont
200508495.0,IC,Invest Cont
200305519.0,AO,Adult Other
200913920.0,,
,IC,Invest Cont
201117041.0,AO,Adult Other
201225880.0,IC,
,,
201015666.0,IC,Invest Cont
200815652.0,IC,
201225065.0,,Invest Cont
200104329.0,IC,Invest Cont
201106717.0,,Invest Cont
201107647.0,IC,
200112018.0,IC,Invest Cont
200118819.0,IC,Invest Cont
200307647.0,AO,
,AA,Adult Arrest
200619590.0,,Invest Cont
200313983.0,AA,Adult Arrest
201309799.0,IC,Invest Cont
200912865.0,AA,Adult Arrest
200213504.0,,
,IC,
,AO,Adult Other
200315231.0,,
,IC,Invest Cont
200904857.0,,Adult Other
201012772.0,IC,Invest Cont
,,Invest Cont
200615638.0,,Invest Cont
201225907.0,IC,
200606318.0,IC,Invest Cont
,,
,AO,Adult Other
201227258.0,,Invest Cont
201309354.0,IC,
200413697.0,,
201009387.0,,Invest Cont
201306721.0,IC,Invest Cont
201221772.0,AA,Adult Arrest
,IC,
200313271.0,IC,
,IC,Invest Cont
201116556.0,IC,Invest Cont
201214055.0,IC,
201006986.0,IC,Invest Cont
201223206.0,,Invest Cont
200716149.0,,
200709613.0,IC,Invest Cont
201013032.0,IC,Invest Cont
,,Invest Cont
200213875.0,AO,Adult Other
200915160.0,IC,Invest Cont
200404537.0,,Invest Cont
200904318.0,IC,Invest Cont
200305397.0,IC,Invest Cont
,,Invest Cont
,AO,Adult Other
200714230.0,IC,Invest Cont
200111532.0,IC,Invest Cont
201208444.0,,Invest Cont
201116328.0,IC,Invest Cont
200513005.0,,Invest Cont
,AA,
200817180.0,,Invest Cont
,,Adult Other
200321936.0,AA,
200917885.0,IC,Invest Cont
,,Invest Cont
201209342.0,,Invest Cont
200713763.0,IC,
200116845.0,AO,Adult Other
200109911.0,IC,Invest Cont
200404816.0,IC,Invest Cont
,AA,
200710341.0,IC,Invest Cont
,IC,Invest Cont
200322210.0,IC,Invest Cont
200410568.0,,
201220895.0,AA,Adult Arrest
200711909.0,IC,Invest Cont
200107176.0,IC,
201217073.0,IC,Invest Cont
200607137.0,,Invest Cont
,AA,Adult Arrest
201014263.0,IC,Invest Cont
,IC,Invest Cont
200304238.0,,Invest Cont
200319416.0,IC,
,IC,
201013036.0,IC,
,IC,Invest Cont
201204692.0,AA,Adult Arrest
200510739.0,IC,
,IC,Invest Cont
200314426.0,,Invest Cont
200114035.0,IC,
201111331.0,IC,
200310685.0,IC,Invest Cont
200900657.0,IC,Invest Cont
,,Invest Cont
,,Adult Arrest
200610591.0,,
200414777.0,IC,Invest Cont
200317005.0,IC,Invest Cont
,AA,Adult Arrest
,IC,Invest Cont
200710486.0,IC,Invest Cont
200116751.0,,Invest Cont
200204508.0,IC,Invest Cont
200911313.0,IC,Invest Cont
200811426.0,IC,Invest Cont
201309269.0,,Invest Cont
200913824.0,IC,
200112893.0,,Invest Cont
,IC,Invest Cont
,IC,
,IC,
200509415.0,,Invest Cont
200312714.0,IC,Invest Cont
,IC,Invest Cont
201309167.0,IC,Invest Cont
200709063.0,IC,Invest Cont
200812434.0,IC,Invest Cont
200110305.0,IC,Invest Cont
,AO,
200809777.0,,
201225499.0,IC,Invest Cont
200213368.0,IC,Invest Cont
200911849.0,IC,Invest Cont
200916675.0,,
201207034.0,IC,Invest Cont
,IC,
,,
,IC,Invest Cont
,IC,Invest Cont
200710742.0,,Invest Cont
200809449.0,,
200117067.0,IC,Invest Cont
200114221.0,IC,
201306913.0,,Invest Cont
200414416.0,,
200408365.0,IC,
200618688.0,,Invest Cont
200207401.0,,Invest Cont
200613759.0,IC,Invest Cont
200105685.0,,Invest Cont
,IC,
,,Invest Cont
200209076.0,IC,Invest Cont
,IC,Invest Cont
200313979.0,IC,
201307124.0,,
200110881.0,IC,Invest Cont
201011524.0,IC,
200121187.0,,Invest Cont
200314370.0,,Adult Arrest
200713190.0,AO,
200313803.0,IC,
200211363.0,IC,Invest Cont
200510104.0,,Invest Cont
,IC,
,,Invest Cont
,,Invest Cont
,IC,Invest Cont
,,Invest Cont
,,Invest Cont
,AO,Adult Other
,IC,
201006698.0,IC,Invest Cont
200406456.0,IC,Invest Cont
,IC,Invest Cont
,IC,Invest Cont
200105460.0,AO,Adult Other
201306465.0,IC,Invest Cont
200308828.0,JO,
201014732.0,AA,Adult Arrest
,,
201107743.0,IC,Invest Cont
201007137.0,IC,Invest Cont
200813492.0,AO,
200710503.0,IC,Invest Cont
200215316.0,IC,Invest Cont
,IC,Invest Cont
200407293.0,IC,Invest Cont
200105860.0,AA,
,,Invest Cont
201006919.0,IC,Invest Cont
,,
201110522.0,IC,Invest Cont
200411355.0,IC,Invest Cont
200207651.0,IC,Invest Cont
200116548.0,,
200619660.0,IC,Invest Cont
,IC,
,,Adult Other
200809374.0,IC,
201307187.0,,Invest Cont
201112155.0,AA,Adult Arrest
,IC,Invest Cont
,AO,
200915492.0,IC,Invest Cont
200812758.0,IC,Invest Cont
